Employee_ID,Name,Age,Gender,Department,Job_Role,Salary,Experience_Years,Joining_Date,Performance_Score,City,Employment_Status
EMP1318,Employee_318,22,Female,Sales,Developer,53482.0,6.0,2021-03-14,4,Coimbatore,Active
EMP1649,Employee_649,43,Male,Sales,Analyst,119803.0,2.0,2017-09-25,2,Bangalore,Active
EMP1411,Employee_411,57,Male,IT,Sales Executive,82149.0,17.0,2016-08-04,1,Bangalore,Active
EMP1907,Employee_907,45,Female,IT,HR Executive,74170.0,9.0,2024-03-23,1,Mumbai,On Leave
EMP1710,Employee_710,44,Male,Sales,Manager,93498.0,6.0,2019-11-03,4,Bangalore,Resigned
EMP1359,Employee_359,24,Male,HR,Analyst,91668.0,12.0,2021-05-28,5,Mumbai,Active
EMP1259,Employee_259,55,Female,Sales,Analyst,39122.0,11.0,2024-12-16,7,Coimbatore,Active
EMP1745,Employee_745,54,Male,Marketing,Accountant,51149.0,5.0,2018-03-04,5,Bangalore,Active
EMP1628,Employee_628,52,Female,Finance,HR Executive,70833.0,7.0,2015-05-28,3,Pune,Resigned
EMP1633,Employee_633,42,Female,Operations,Manager,96291.0,16.0,2017-12-25,8,Coimbatore,Active
EMP1283,Employee_283,41,Male,IT,Sales Executive,109388.0,12.0,2017-12-13,6,Bangalore,Active
EMP1377,Employee_377,32,Female,Operations,Sales Executive,118330.0,6.0,2023-06-30,10,Mumbai,Active
EMP1385,Employee_385,36,Male,HR,Sales Executive,88353.0,19.0,2023-07-08,9,Bangalore,On Leave
EMP1225,Employee_225,50,Female,IT,Manager,25492.0,15.0,2018-05-28,7,Mumbai,Active
EMP1964,Employee_964,24,Male,Sales,HR Executive,119636.0,15.0,2023-03-23,9,Pune,Active
EMP1823,Employee_823,56,Male,Sales,Accountant,40954.0,11.0,2023-11-28,8,Chennai,Resigned
EMP1473,Employee_473,56,Female,HR,HR Executive,52128.0,10.0,2023-11-18,2,Chennai,Active
EMP1348,Employee_348,42,Male,Operations,Accountant,51536.0,12.0,2018-07-07,9,Bangalore,Active
EMP1506,Employee_506,32,Male,Finance,Developer,87021.0,17.0,2024-02-05,8,Bangalore,Active
EMP1640,Employee_640,41,Male,Finance,Accountant,119426.0,2.0,2016-05-09,10,Coimbatore,Active
EMP1998,Employee_998,51,Female,HR,HR Executive,116881.0,18.0,2024-10-11,8,Chennai,Active
EMP1798,Employee_798,28,Male,Marketing,Developer,79122.0,10.0,2018-06-18,1,Coimbatore,Active
EMP1937,Employee_937,50,Male,Sales,Developer,61413.0,11.0,2024-08-06,7,Coimbatore,Active
EMP1914,Employee_914,34,Male,Sales,HR Executive,26920.0,2.0,2018-01-02,8,Mumbai,Resigned
EMP1620,Employee_620,45,Female,Marketing,Developer,87875.0,9.0,2019-12-21,5,Pune,Resigned
EMP1864,Employee_864,30,Female,Operations,Developer,84848.0,,2015-07-10,1,Mumbai,Active
EMP1812,Employee_812,24,Male,IT,Sales Executive,38652.0,17.0,2016-05-05,3,Chennai,Active
EMP1646,Employee_646,25,Male,Finance,HR Executive,93136.0,12.0,2025-05-14,4,Hyderabad,Active
EMP1855,Employee_855,31,Male,HR,HR Executive,117789.0,2.0,2015-10-01,5,Coimbatore,Active
EMP1557,Employee_557,48,Male,HR,Accountant,57298.0,20.0,2020-11-30,8,Mumbai,Active
EMP1968,Employee_968,51,Female,Marketing,Sales Executive,68949.0,9.0,2024-04-12,5,Bangalore,Active
EMP1578,Employee_578,39,Female,Operations,HR Executive,41199.0,7.0,2016-02-24,10,Hyderabad,Active
EMP1796,Employee_796,42,Female,HR,Developer,53927.0,2.0,2015-05-26,7,Coimbatore,On Leave
EMP1086,Employee_86,31,Male,Marketing,HR Executive,45132.0,0.0,2016-09-07,2,Hyderabad,Active
EMP1243,Employee_243,53,Male,Operations,Sales Executive,101221.0,14.0,invalid_date,5,Coimbatore,Active
EMP1699,Employee_699,35,Male,IT,Accountant,103513.0,15.0,2022-01-31,6,Bangalore,On Leave
EMP1160,Employee_160,29,Male,Operations,Sales Executive,74067.0,18.0,2019-02-07,8,Bangalore,Resigned
EMP1525,Employee_525,37,Male,Marketing,Manager,58919.0,9.0,2024-05-13,3,Mumbai,Active
EMP1036,Employee_36,59,Male,,Sales Executive,92055.0,9.0,2018-10-11,6,Hyderabad,Resigned
EMP1541,Employee_541,37,Male,Sales,Developer,52962.0,11.0,2018-09-18,1,Coimbatore,Active
EMP1171,Employee_171,23,Female,HR,Developer,107152.0,10.0,2023-09-09,2,Chennai,Resigned
EMP1655,Employee_655,37,Male,Marketing,Manager,59510.0,4.0,2022-02-17,1,Hyderabad,Active
EMP1899,Employee_899,55,Female,Sales,Manager,28453.0,4.0,2022-09-16,9,Hyderabad,Active
EMP1866,Employee_866,33,Female,Marketing,Accountant,26700.0,19.0,2024-11-01,5,Bangalore,Active
EMP1856,Employee_856,56,Female,Marketing,HR Executive,117420.0,14.0,2017-08-13,10,Pune,Active
EMP1953,Employee_953,53,Male,Operations,Sales Executive,58272.0,17.0,2022-07-08,7,Chennai,Active
EMP1734,Employee_734,41,Male,HR,Manager,52586.0,11.0,2017-07-07,5,Pune,Active
EMP1096,Employee_96,29,Male,Operations,HR Executive,61021.0,17.0,2017-02-23,5,Pune,Active
EMP1564,Employee_564,33,Male,Operations,HR Executive,89887.0,14.0,2019-07-04,5,Hyderabad,Resigned
EMP1241,Employee_241,40,Male,HR,Manager,98402.0,14.0,2025-11-23,1,Mumbai,On Leave
EMP1743,Employee_743,32,Female,IT,HR Executive,116785.0,9.0,2016-03-10,9,Mumbai,Active
EMP1575,Employee_575,57,Male,HR,Developer,71289.0,17.0,2018-10-23,6,Bangalore,Active
EMP1691,Employee_691,38,Male,Marketing,Sales Executive,27093.0,5.0,2015-10-21,2,Mumbai,Resigned
EMP1461,Employee_461,31,Male,HR,Manager,70046.0,7.0,2021-08-22,2,Bangalore,Resigned
EMP1554,Employee_554,59,Female,HR,HR Executive,60531.0,19.0,2024-07-28,10,Bangalore,Resigned
EMP1887,Employee_887,32,Female,HR,Developer,114037.0,18.0,2022-09-20,6,Coimbatore,Active
EMP1207,Employee_207,39,Male,Sales,Sales Executive,46625.0,12.0,2018-05-15,6,Bangalore,Resigned
EMP1393,Employee_393,36,Female,Sales,Developer,55908.0,16.0,2020-11-25,5,Chennai,Resigned
EMP1795,Employee_795,56,Male,Operations,Manager,113835.0,9.0,2019-04-04,7,Bangalore,Active
EMP1398,Employee_398,48,Male,HR,Developer,35775.0,7.0,2023-08-28,10,Bangalore,Resigned
EMP1767,Employee_767,22,Female,Finance,Accountant,110947.0,8.0,2025-06-26,2,Bangalore,Active
EMP1884,Employee_884,31,Male,Sales,Sales Executive,55954.0,3.0,2025-07-08,4,Mumbai,On Leave
EMP1218,Employee_218,60,Female,Finance,Analyst,69254.0,10.0,2019-01-11,4,Pune,On Leave
EMP1005,Employee_5,41,Male,Operations,Accountant,64129.0,19.0,2024-03-10,4,Coimbatore,Resigned
EMP1769,Employee_769,34,Female,Sales,HR Executive,44296.0,13.0,2019-06-16,4,Pune,Active
EMP1643,Employee_643,37,Female,Sales,Sales Executive,55949.0,14.0,2023-09-18,1,Mumbai,Active
EMP1906,Employee_906,24,Male,Sales,Analyst,61320.0,12.0,2024-10-20,3,Bangalore,Resigned
EMP1613,Employee_613,48,Male,Marketing,Accountant,76913.0,0.0,2017-09-20,9,Mumbai,Active
EMP1739,Employee_739,41,Female,HR,Accountant,92087.0,14.0,2023-08-26,8,Chennai,Active
EMP1547,Employee_547,51,Male,Finance,Manager,35578.0,3.0,2024-04-27,9,Pune,Active
EMP1726,Employee_726,45,Male,IT,Developer,79318.0,,2016-05-05,2,Mumbai,On Leave
EMP1684,Employee_684,22,Female,Marketing,HR Executive,103854.0,6.0,2021-09-23,9,Bangalore,Active
EMP1099,Employee_99,54,Female,Operations,Manager,37828.0,13.0,2018-02-07,4,Coimbatore,On Leave
EMP1805,Employee_805,26,Female,Marketing,Accountant,50398.0,11.0,2020-08-10,7,Bangalore,Active
EMP1728,Employee_728,52,Female,HR,Analyst,113056.0,1.0,2020-02-22,7,Hyderabad,Active
EMP1574,Employee_574,31,Male,Finance,Sales Executive,36442.0,3.0,2019-02-26,6,Pune,Active
EMP1407,Employee_407,59,Female,IT,Developer,68884.0,17.0,2022-03-31,1,Bangalore,Resigned
EMP1503,Employee_503,36,Male,Operations,Manager,109444.0,7.0,2016-04-24,1,Hyderabad,Active
EMP1048,Employee_48,55,Male,Finance,Sales Executive,105769.0,12.0,2016-04-24,10,Chennai,Resigned
EMP1033,Employee_33,27,Female,Marketing,Sales Executive,50599.0,2.0,2021-03-03,1,Hyderabad,On Leave
EMP1780,Employee_780,30,Female,IT,Sales Executive,108961.0,19.0,2021-04-15,1,Chennai,Active
EMP1840,Employee_840,46,Male,Marketing,Accountant,116683.0,20.0,2025-03-06,4,Bangalore,Resigned
EMP1201,Employee_201,26,Male,Sales,Manager,60063.0,11.0,2021-10-23,6,Pune,Resigned
EMP1135,Employee_135,56,Female,Marketing,HR Executive,80668.0,16.0,2022-01-19,6,Hyderabad,On Leave
EMP1028,Employee_28,48,Male,HR,Sales Executive,42508.0,6.0,2019-01-17,3,Pune,Resigned
EMP1889,Employee_889,55,Female,IT,Analyst,115226.0,5.0,2025-02-09,1,Coimbatore,Resigned
EMP1231,Employee_231,21,Female,IT,Accountant,97010.0,14.0,2020-09-30,8,Mumbai,Active
EMP1490,Employee_490,42,Male,Marketing,Sales Executive,110774.0,3.0,2015-06-28,5,Coimbatore,Active
EMP1773,Employee_773,38,Female,Marketing,Accountant,43257.0,8.0,2020-06-08,4,Bangalore,Resigned
EMP1379,Employee_379,21,male,Operations,Manager,107534.0,12.0,2016-02-25,2,Chennai,Resigned
EMP1289,Employee_289,39,Female,HR,HR Executive,61777.0,1.0,2021-07-09,10,Chennai,Active
EMP1419,Employee_419,39,Female,HR,Analyst,86240.0,16.0,2022-04-08,8,Hyderabad,Resigned
EMP1675,Employee_675,25,Female,HR,Manager,27994.0,2.0,2018-08-05,6,Chennai,Active
EMP1392,Employee_392,46,Female,Marketing,Sales Executive,39270.0,12.0,2017-12-25,9,Bangalore,Resigned
EMP1593,Employee_593,28,Male,Operations,Analyst,110024.0,4.0,2022-05-29,6,Bangalore,Active
EMP1499,Employee_499,48,Female,IT,Accountant,58276.0,13.0,2022-08-06,5,Mumbai,Active
EMP1139,Employee_139,42,Male,IT,Manager,81547.0,2.0,2020-06-09,6,Hyderabad,Resigned
EMP1063,Employee_63,34,Male,Sales,Analyst,48554.0,5.0,2021-09-09,8,Bangalore,Resigned
EMP1472,Employee_472,55,Male,Marketing,Sales Executive,37297.0,18.0,2019-01-13,8,Bangalore,Active
EMP1648,Employee_648,23,Female,IT,Developer,86842.0,20.0,2015-02-04,3,Bangalore,Active
EMP1129,Employee_129,50,Male,Finance,Developer,76955.0,15.0,2020-05-12,10,Coimbatore,Resigned
EMP1987,Employee_987,38,Male,IT,Accountant,62548.0,7.0,2021-11-19,5,Coimbatore,Active
EMP1521,Employee_521,38,Male,Sales,Analyst,100225.0,13.0,2018-11-20,10,Coimbatore,Active
EMP1839,Employee_839,28,Male,Operations,Developer,73516.0,3.0,2015-02-14,4,Coimbatore,On Leave
EMP1973,Employee_973,25,Female,Operations,Manager,68442.0,8.0,2021-06-29,2,Bangalore,Resigned
EMP1065,Employee_65,35,Male,Operations,Analyst,80621.0,2.0,2018-09-22,7,Pune,Active
EMP1813,Employee_813,50,Male,IT,Analyst,30103.0,2.0,2024-09-23,6,Pune,On Leave
EMP1015,Employee_15,23,Male,IT,Accountant,54796.0,3.0,2025-11-21,8,Hyderabad,Active
EMP1157,Employee_157,26,Male,IT,Manager,56131.0,1.0,2021-02-13,7,Pune,On Leave
EMP1041,Employee_41,29,Female,Operations,Developer,63342.0,9.0,2023-03-08,8,Hyderabad,Active
EMP1493,Employee_493,56,Female,IT,Developer,114285.0,3.0,2015-09-22,5,Coimbatore,On Leave
EMP1380,Employee_380,54,Female,Sales,Analyst,38869.0,12.0,2019-04-02,10,Coimbatore,Active
EMP1188,Employee_188,24,Male,HR,Accountant,57430.0,11.0,2020-07-28,10,Chennai,Resigned
EMP1764,Employee_764,43,Female,Sales,Accountant,49170.0,12.0,2021-07-18,3,Chennai,Active
EMP1217,Employee_217,38,Female,HR,Accountant,92468.0,7.0,2024-02-29,6,Bangalore,Active
EMP1792,Employee_792,30,Male,IT,Analyst,71218.0,19.0,2018-10-10,1,Bangalore,Active
EMP1053,Employee_53,24,Male,IT,Sales Executive,59773.0,10.0,2017-08-22,5,Hyderabad,Active
EMP1879,Employee_879,55,Male,IT,Manager,38917.0,10.0,2024-02-15,2,Hyderabad,Resigned
EMP1338,Employee_338,36,Female,Sales,Developer,37602.0,6.0,2019-11-07,2,Chennai,On Leave
EMP1749,Employee_749,29,Male,IT,Analyst,32610.0,10.0,2021-07-22,10,Chennai,On Leave
EMP1720,Employee_720,31,Female,HR,Developer,118863.0,2.0,2023-03-06,6,Coimbatore,Active
EMP1725,Employee_725,24,Female,IT,Sales Executive,87943.0,4.0,2019-06-01,5,Hyderabad,On Leave
EMP1296,Employee_296,26,Male,Operations,Developer,45022.0,13.0,2019-11-09,7,Bangalore,On Leave
EMP1702,Employee_702,25,Male,Marketing,Accountant,32674.0,12.0,2016-11-15,10,Coimbatore,Active
EMP1252,Employee_252,45,Male,IT,Developer,83627.0,9.0,2016-08-22,8,Coimbatore,Active
EMP1727,Employee_727,23,Female,IT,Manager,85128.0,6.0,2025-03-18,2,Bangalore,Active
EMP1462,Employee_462,49,Female,Sales,Accountant,,5.0,2024-11-03,10,Chennai,Active
EMP1456,Employee_456,30,Female,IT,Manager,115421.0,10.0,2018-12-15,2,Coimbatore,On Leave
EMP1627,Employee_627,38,Male,Marketing,Accountant,,15.0,2024-11-17,3,Mumbai,Resigned
EMP1816,Employee_816,51,Male,Sales,Analyst,43452.0,5.0,2019-10-28,2,Chennai,Active
EMP1863,Employee_863,43,Female,Marketing,Analyst,76925.0,9.0,2016-05-30,1,Chennai,Resigned
EMP1270,Employee_270,23,Female,IT,Accountant,300000.0,4.0,2024-05-12,1,Coimbatore,Active
EMP1202,Employee_202,36,Male,Operations,Manager,101721.0,7.0,2015-07-30,4,Mumbai,Active
EMP1162,Employee_162,53,Male,Finance,Sales Executive,46607.0,11.0,2023-12-20,1,Bangalore,Active
EMP1556,Employee_556,33,Female,IT,Developer,29986.0,,2024-07-11,4,Chennai,Active
EMP1730,Employee_730,47,Female,Marketing,Manager,30039.0,12.0,2024-01-10,10,Mumbai,Active
EMP1402,Employee_402,32,Female,Sales,Accountant,41673.0,6.0,2021-04-19,1,Pune,Active
EMP1703,Employee_703,49,Male,Sales,Manager,75516.0,12.0,2024-12-08,5,Hyderabad,On Leave
EMP1477,Employee_477,44,Male,HR,Developer,113499.0,1.0,2023-06-24,6,Mumbai,Active
EMP1822,Employee_822,57,Female,Operations,Developer,88059.0,9.0,2016-06-11,5,Mumbai,Active
EMP1772,Employee_772,43,Female,HR,HR Executive,111664.0,16.0,2023-03-04,10,Pune,Resigned
EMP1106,Employee_106,42,Female,IT,Developer,45307.0,1.0,2021-05-27,10,Hyderabad,Active
EMP1566,Employee_566,45,Female,Operations,Sales Executive,42266.0,20.0,2023-03-19,7,Chennai,Resigned
EMP1390,Employee_390,23,Male,HR,Manager,116502.0,0.0,2018-07-25,8,Bangalore,Active
EMP1002,Employee_2,49,Female,Sales,Manager,27224.0,13.0,2016-07-22,7,Bangalore,Resigned
EMP1946,Employee_946,53,Female,Finance,Sales Executive,35655.0,1.0,2019-07-16,3,Pune,Active
EMP1993,Employee_993,24,Male,Operations,Accountant,27382.0,15.0,2019-09-11,2,Chennai,Resigned
EMP1562,Employee_562,21,Male,Operations,Sales Executive,52798.0,13.0,2019-02-23,5,Chennai,Resigned
EMP1081,Employee_81,29,Female,HR,Sales Executive,87507.0,5.0,2025-07-11,1,Mumbai,Active
EMP1206,Employee_206,56,Female,HR,HR Executive,109703.0,12.0,2017-02-18,1,Bangalore,Active
EMP1035,Employee_35,29,Male,Finance,HR Executive,91914.0,3.0,2022-12-05,8,Mumbai,Active
EMP1776,Employee_776,35,Female,Operations,Sales Executive,45025.0,18.0,2019-03-02,10,Pune,Active
EMP1509,Employee_509,56,Female,Sales,Analyst,67291.0,0.0,2025-07-21,6,Bangalore,Active
EMP1428,Employee_428,48,Female,Finance,Manager,47318.0,20.0,2019-03-28,1,Pune,Resigned
EMP1455,Employee_455,46,Female,Operations,Analyst,53884.0,6.0,2016-02-26,8,Mumbai,Active
EMP1367,Employee_367,50,Male,Sales,Analyst,95093.0,2.0,2016-01-12,1,Pune,Active
EMP1092,Employee_92,25,Male,IT,Sales Executive,56881.0,2.0,2017-05-14,8,Coimbatore,Active
EMP1340,Employee_340,32,Female,Sales,Sales Executive,111120.0,7.0,2018-04-26,2,Pune,Active
EMP1898,Employee_898,50,Female,IT,Sales Executive,69942.0,17.0,2024-05-30,6,Hyderabad,Active
EMP1565,Employee_565,48,Male,Operations,HR Executive,44477.0,13.0,2019-10-02,2,Bangalore,Resigned
EMP1346,Employee_346,-5,Female,HR,Accountant,89503.0,5.0,2016-05-16,1,Bangalore,Resigned
EMP1777,Employee_777,45,Female,HR,Manager,29458.0,14.0,2015-10-24,1,Pune,On Leave
EMP1242,Employee_242,44,Female,HR,HR Executive,40449.0,7.0,2025-03-26,4,Bangalore,On Leave
EMP1014,Employee_14,44,Female,Finance,Developer,40372.0,15.0,2023-02-12,1,Pune,Active
EMP1316,Employee_316,42,Male,Operations,Sales Executive,78574.0,14.0,2024-04-14,9,Mumbai,Active
EMP1601,Employee_601,46,Male,Marketing,Manager,71220.0,11.0,2018-03-24,9,Mumbai,Active
EMP1388,Employee_388,42,Male,HR,Analyst,,3.0,2022-02-02,2,Chennai,Resigned
EMP1274,Employee_274,42,Male,Marketing,Accountant,81746.0,11.0,2021-10-12,9,Hyderabad,Active
EMP1167,Employee_167,44,Male,HR,Sales Executive,103257.0,19.0,2019-08-30,5,Bangalore,Active
EMP1841,Employee_841,25,Female,Operations,Analyst,87061.0,7.0,2020-08-30,4,Chennai,Active
EMP1741,Employee_741,21,Male,Operations,Accountant,59397.0,8.0,2018-08-19,3,Bangalore,Resigned
EMP1647,Employee_647,58,Female,Sales,Accountant,89619.0,16.0,2018-03-16,10,Hyderabad,Active
EMP1819,Employee_819,23,Male,HR,Developer,89450.0,14.0,2020-04-26,7,Mumbai,Active
EMP1485,Employee_485,55,Male,Sales,Sales Executive,27610.0,1.0,2025-11-25,8,Pune,Active
EMP1991,Employee_991,32,Male,,Accountant,76756.0,9.0,2017-10-10,7,Mumbai,Active
EMP1505,Employee_505,55,Female,Sales,Analyst,46644.0,9.0,2018-09-15,5,Mumbai,Active
EMP1832,Employee_832,35,Female,Operations,Accountant,82620.0,13.0,2025-06-16,5,Pune,On Leave
EMP1244,Employee_244,44,Female,IT,Sales Executive,114080.0,20.0,2020-03-16,6,Chennai,Active
EMP1567,Employee_567,53,Female,Finance,Analyst,111328.0,4.0,2024-06-02,4,Pune,Active
EMP1876,Employee_876,35,Female,Marketing,Manager,66605.0,18.0,2025-08-27,6,Hyderabad,Active
EMP1563,Employee_563,23,Female,HR,HR Executive,116649.0,19.0,2018-05-16,6,Hyderabad,Active
EMP1963,Employee_963,49,Male,Marketing,HR Executive,74810.0,16.0,2020-01-25,8,Chennai,Active
EMP1687,Employee_687,58,Male,Marketing,Accountant,26920.0,0.0,2015-05-07,10,Hyderabad,Active
EMP1958,Employee_958,44,Female,Finance,Manager,68954.0,11.0,2022-12-09,4,Hyderabad,Active
EMP1190,Employee_190,37,Male,Finance,Accountant,57983.0,,2025-08-17,4,Chennai,On Leave
EMP1783,Employee_783,59,Male,HR,Accountant,118809.0,15.0,2017-06-20,10,Chennai,Active
EMP1700,Employee_700,50,Female,Sales,HR Executive,44874.0,15.0,2016-02-23,1,Chennai,Active
EMP1476,Employee_476,52,Female,Operations,Developer,112599.0,18.0,2018-12-20,2,Bangalore,Active
EMP1682,Employee_682,41,Male,it,Developer,85272.0,7.0,2018-04-15,7,Bangalore,Active
EMP1511,Employee_511,36,Female,IT,Sales Executive,26538.0,7.0,2020-12-10,10,Bangalore,Resigned
EMP1059,Employee_59,46,Female,Marketing,Analyst,110896.0,11.0,2025-06-11,4,Mumbai,Active
EMP1475,Employee_475,59,Male,Operations,Accountant,119019.0,20.0,2020-12-21,3,Hyderabad,On Leave
EMP1561,Employee_561,59,Female,Finance,Developer,41835.0,14.0,2021-05-02,2,Chennai,Active
EMP1857,Employee_857,33,male,Marketing,Analyst,57854.0,3.0,2022-04-01,10,Bangalore,Active
EMP1748,Employee_748,47,male,Sales,Manager,30283.0,9.0,2021-07-15,3,Bangalore,Resigned
EMP1253,Employee_253,55,Female,Finance,Sales Executive,91155.0,18.0,2016-12-20,10,Mumbai,Active
EMP1022,Employee_22,41,Female,Sales,Analyst,103356.0,19.0,2016-11-04,10,Bangalore,Active
EMP1314,Employee_314,44,Female,Finance,HR Executive,-10000.0,14.0,2016-05-20,2,Hyderabad,Resigned
EMP1460,Employee_460,24,Male,Sales,Developer,82615.0,20.0,2025-01-26,8,Bangalore,On Leave
EMP1161,Employee_161,57,Male,Sales,Analyst,83585.0,20.0,2024-05-28,8,Hyderabad,Active
EMP1277,Employee_277,58,Female,HR,Sales Executive,70242.0,13.0,2024-11-20,6,Coimbatore,On Leave
EMP1956,Employee_956,51,Female,Sales,Analyst,101274.0,12.0,2025-01-06,4,Hyderabad,On Leave
EMP1192,Employee_192,44,Male,HR,Manager,100451.0,13.0,2025-06-20,4,Mumbai,Active
EMP1386,Employee_386,59,Female,IT,Accountant,107190.0,12.0,2024-09-30,1,Bangalore,Active
EMP1806,Employee_806,57,Female,Sales,HR Executive,,9.0,2020-07-12,8,Chennai,On Leave
EMP1414,Employee_414,25,male,Operations,Manager,57252.0,12.0,2025-03-24,3,Bangalore,Active
EMP1492,Employee_492,39,Male,Marketing,Developer,92450.0,10.0,2016-03-08,7,Mumbai,Active
EMP1344,Employee_344,54,Male,Sales,Developer,89789.0,16.0,2016-10-05,6,Mumbai,Active
EMP1770,Employee_770,27,Female,it,Analyst,116829.0,0.0,2024-07-04,9,Pune,Active
EMP1309,Employee_309,38,Male,Marketing,Accountant,65695.0,17.0,2019-05-02,9,Mumbai,Active
EMP1662,Employee_662,21,Male,Sales,Manager,79330.0,16.0,2023-01-13,9,Pune,On Leave
EMP1131,Employee_131,43,Female,Finance,HR Executive,45093.0,2.0,2018-09-29,2,Pune,Active
EMP1664,Employee_664,52,Female,Marketing,Sales Executive,43689.0,13.0,2025-03-23,10,Coimbatore,Resigned
EMP1872,Employee_872,29,Male,Marketing,Accountant,79316.0,17.0,2015-09-29,10,Mumbai,Active
EMP1100,Employee_100,53,Male,Operations,Accountant,86610.0,7.0,2021-02-15,5,Coimbatore,Active
EMP1373,Employee_373,57,Male,HR,Accountant,72857.0,19.0,2024-05-19,5,Chennai,On Leave
EMP1088,Employee_88,28,Male,Finance,Sales Executive,61609.0,0.0,2020-03-29,7,Coimbatore,Active
EMP1459,Employee_459,27,Male,IT,Sales Executive,40088.0,20.0,2021-08-08,4,Coimbatore,Active
EMP1331,Employee_331,44,Female,Marketing,Manager,77160.0,5.0,2016-01-16,10,Bangalore,Active
EMP1215,Employee_215,60,Male,HR,Accountant,56433.0,7.0,2022-04-11,7,Bangalore,Active
EMP1467,Employee_467,-5,Male,Operations,Analyst,103077.0,18.0,2017-05-30,2,Hyderabad,On Leave
EMP1122,Employee_122,35,Male,Finance,Manager,45447.0,16.0,2018-06-24,4,Chennai,On Leave
EMP1615,Employee_615,33,Male,Sales,Manager,50991.0,4.0,2015-11-19,8,Chennai,On Leave
EMP1021,Employee_21,22,Male,Operations,Accountant,96368.0,6.0,2025-11-25,3,Hyderabad,On Leave
EMP1701,Employee_701,37,Female,Finance,Analyst,75931.0,3.0,2016-03-19,4,Chennai,On Leave
EMP1072,Employee_72,38,Male,Sales,Manager,99083.0,12.0,2019-12-29,4,Pune,On Leave
EMP1107,Employee_107,47,Male,Operations,Manager,44611.0,7.0,2019-07-27,1,Chennai,Active
EMP1271,Employee_271,37,Female,Operations,Sales Executive,35211.0,7.0,2019-01-01,5,Chennai,Resigned
EMP1861,Employee_861,30,Female,Finance,Developer,31968.0,18.0,2016-04-23,5,Mumbai,Active
EMP1436,Employee_436,53,Female,IT,Manager,51564.0,2.0,2017-04-23,6,Bangalore,Active
EMP1103,Employee_103,57,Male,Marketing,Developer,40193.0,12.0,2025-11-24,3,Mumbai,On Leave
